sellerID,dateCreated,Category,title,description,Price,listingID,imageUrl,price,sellerName
e7ddc8be1bac2d440e7b48eea054fb4e,2019-10-29 04:42:46 +0000,Bath & Shower, Dermisa Soap Sulfur Facial 3 Ounce (88ml) (3 Pack) ,This product is not eligible for priority shipping. Image may vary from the actual product,4199,B06XT2PQSD,https://images-na.ssl-images-amazon.com/images/I/51MX0kAGoML._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51YLKArdA2L._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51MX0kAGoML._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51YLKArdA2L._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,67.184,Kathrin Kenworthy
a9914e9c54f2fc517f85b0f336dac0e2,2019-10-29 16:26:58 +0000,Grocery & Gourmet Foods, Stubbs Pork Marinade (12 Oz Bottles) 2 Pack ,"Stubb Loved To Cook Pork, Or €Œpig€ As He Called It. This Spicy Blend Of Chiles, Lime And Ginger Will Give A Kick To Anything Pig, From Pork Chops To Tenderloin To Ribs. Its Also Great On Other Meats And Fish. So Use Generously And You Too Can Say €Œladies And Gentlemen, Im A Cook€ €¦Just Like Stubb! Instructions: Marinate For Three Or More Hours Before Cooking. The Longer You Marinate, The Better The Flavor. Ingredients: Water, Sugar, Seasoning Blend [Salt, Crushed Chiles, Spices, Natural Flavors (Corn Syrup Solids, Lime Juice, Lime Oil, Lemongrass), Granulated Garlic, Whole Yellow Mustard Seeds, Granulated Onion, Paprika], Organic Tamari Sauce (Water, Organic Whole Soybeans, Salt), Distilled Vinegar, Garlic, Spices, Contains Less Than 0.5% Of: Ground Ginger (Ginger, Water, Phosphoric Acid, Xanthan Gum), Paprika, Molasses, Xanthan Gum, Guar Gum, Caramel Color, Natural Smoke Flavor, Corn Syrup, Tamarind, Natural Flavors. Contains Soy",5120,B07QM7PHWL,https://images-na.ssl-images-amazon.com/images/I/41owqLS4GHL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,81.92,Yuri Earing
a47e15fd47e09231ab228367ed088348,2019-10-28 21:52:22 +0000,Grocery & Gourmet Foods," Dry Fruit Hub Date Crown Fard Dates Original 500gms, New Fardh Dates, Dates Dry Fruit, Date Crown UAE Dates ","Dates are the fruit of the date palm tree, which is grown in many tropical regions of the world. Dates have become quite popular in recent years. Almost all dates sold in Western countries are dried. You can tell whether or not dates are dried based on their appearance. A wrinkled skin indicates they are dried, whereas a smooth skin indicates freshness. Depending on the variety, fresh dates are fairly small in size and range in color from bright red to bright yellow. Medjool and Deglet Noor dates are the most commonly consumed varieties. Dates are chewy with a sweet flavor. They are also high in some important nutrients and have a variety of advantages and uses",325,B07WKVRD68,"https://images-na.ssl-images-amazon.com/images/I/41ng3hbatjL._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",5.2,Janna Birch
9e1ad76cd98a53227937ee8c20ac86bb,2019-10-30 13:20:12 +0000,Skin Care, SIGN EVER Ramacham Loffah Scrubber For Bathing Men Women From Organic Ayurvedic Nature Product For Your Healthy Family 10 Pieces ,Experience nature at its fullest with our natural exfoliating Sponge from the Loofah plant It replenishes moisture in dry skin and It has a rejuvenating effect on mature skin Promotes blood circulation. It Specializes Purely 100% natural loofah And Hands braided,289,B07TJ1Q8FC,https://images-na.ssl-images-amazon.com/images/I/41pVZMGFzrL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,4.624,Cyndy Bullock
a27e8ca25e5441693df6c764bfccf07a,2019-10-31 04:33:31 +0000,Skin Care," Rustic Rituals Dual Sided Dry Skin Body Brush With Massager, 200 g ","Rustic rituals 2in1 dual sided bath brush with massager has various benefits. Circulation is of the utmost importance for skin health, as blood flow helps to deliver oxygen and nutrients to the tissue. Taking steps to support healthy circulation to your body skin can promote smoother, suppler, softer and more radiant skin tissue, and the bath and relax long handled dual sided wooden bath brush makes it easy to do so on a daily basis. The dual action benefits of the brush come from its two-sided head, which features natural bristles on one side and wooden nubs on the reverse. Each side offers its own distinctive benefits, allowing you to address a multitude of skin concerns with one simple tool. Regular use can dramatically improve skin texture and even diminish the risk of in-grown hairs and body acne. The nubby side of the bath brush is engineered to provide the perfect anti cellulite massage. The broad nubs gently knead cellulite-prone areas, helping to stimulate the metabolism of fat.",499,B07GVFDFG6,https://images-na.ssl-images-amazon.com/images/I/41q4yOlL5lL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41H37mIVCFL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41fM1SgZiEL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51aPPiUSoQL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51ik5G0jp8L._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/31WEAUuwp5L._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,7.984,Denyse Coll
dfaa7b5ae6027134dfe90eaeb9be61a7,2019-10-29 03:26:30 +0000,Grocery & Gourmet Foods," Bogatchi Happy Anniversary Chocolates, Travelers Choice, Dark Chocolates, Love Chocolates, Premium Chocolates, 180 G ","Bogatchi anniversary special chocolate. Luxurious, delicious dark chocolates, real treat for true chocolate lovers. Bogatchi chocolates are made up of fine quality cocoa power and rich cocoa butter. Anniversary chocolates for girl friend, anniversary chocolates for boyfriend, anniversary chocolates for wife, anniversary chocolates for husband, anniversary chocolates for him, anniversary chocolates for her",598,B06Y4BJCYJ,"https://images-na.ssl-images-amazon.com/images/I/51Huo7SihZL._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",9.568,Janelle Faust
a679bd6e1ed06554b42c9d4bc5bf3899,2019-10-29 19:18:21 +0000,Grocery & Gourmet Foods, Kamdaar Dry Fruits Roseberry Plum Weight 250 Grams Pineapple Ring Weight 250 Grams ,"KAMDAR DRY FRUITS brand brings you dried fruits, nuts and seeds. Dried Fruits are rich in beneficial nutrients including vitamin A, vitamin B1, vitamin B2 calcium, iron, phosphorus, sodium, and chlorine. Nuts are very nutritious and perfectly good for healthy life. Seeds are important for wellness and health these seeds can become your super food blast.",650,B07V4WQQFW,"https://images-na.ssl-images-amazon.com/images/I/414P9S4fe4L._SX38_SY50_CR,0,0,38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/514X-ycpgkL._SX38_SY50_CR,0,0,38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/5167jFuLe3L._SX38_SY50_CR,0,0,38,50_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",10.4,Bernadette Keogh
374ef0b2dc86f5f9baf0fb013ab4ab99,2019-10-31 00:12:15 +0000,Skin Care, NUBIAN HERITAGE BODY WASH ,"NUBIAN HERITAGE BODY WASH,GOATS MLK&CHAI, 13 FZ , 2 pack",4544,B001F1U044,https://images-na.ssl-images-amazon.com/images/I/41vvypfPCBL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,72.704,Audrey Gibbins
2a2a900c4b9112a0157279e7b0ec43e0,2019-10-30 17:20:26 +0000,Skin Care, Generic 8000Rpm Micro Vibration Massage Comb Electric Head Massager ,"Features: 1. 8000 times per minute micro vibration, gently soothing nerves. 2. Ergonomics design, comfortable feeling in the hand and on the head. 3. Minimalism style,one button for all, simple operation. 4. 26 static-free silicone comb gears, gently massage the acupoints on the head. Description: Item Type: Electric Massage Comb Model: ZD102 Material: Silicone, ABS, TPE Voltage: DC3.0V(200MA) Frequency: 8000rpm Size: 115*63*65mm Weight: App 95g Power: 2*AAA Batteries (not included) Package Included: 1 x Electric Massage Comb",1651,B07G4CS62D,https://images-na.ssl-images-amazon.com/images/I/21Jks0o3znL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/31lwCszWa9L._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,26.416,Chance Forde
a29704747d62747acb0a7466fba4f9e9,2019-10-30 19:22:59 +0000,Skin Care, Beauche Kojic Beauty Soap Bar-90Grams ,From Beauche International Beauche Beauty Soap Bar with Kojic Papaya for lighter brighter skin. 90 gram bar.,1033,B00L1MJQEM,https://images-na.ssl-images-amazon.com/images/I/41uhq2rHsWL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,16.528,Clarita Stannard
1da2e7e1689b4770449da46c4b0094f3,2019-10-31 15:46:26 +0000,Skin Care," Innisfree Black Green-Tea Serum 50ml "" 2016 New Product "" ","Innisfree,InnisfreeR61818BeautyMisc",4091,B01MRE01TH,https://images-na.ssl-images-amazon.com/images/I/315Kl2cCzLL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51gZD-N%2B-UL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/411MxmDc-%2BL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/31xszldmJoL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51Ktk1MrNpL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,65.456,Shira Hepburn
f8a030923ea8e1bceb845b5f5aa4e531,2019-10-31 00:12:20 +0000,Skin Care, Stockout SEPHORA COLLECTION Colorful Shadow & Liner - COLOR: 15 Purple - Shimmer finish ,"These jumbo pencils create a range of effects, from bold lines and blended effects to thin, defined lines. Resistant to water, heat, and humidity, their creamy, high-pigment formulas apply smoothly. Featuring deep blacks and rich, shimmery shades, each is formulated with exclusive waxes and pigments to assure maximum color intensity that stays put for 12 hours.",3699,B07V2G5LB2,https://images-na.ssl-images-amazon.com/images/I/41UjBlo2ojL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51JUkGhGIvL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/51Vz5mvQyML._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,59.184,Krista Kearney
d3dc01d74b62d77e553446bb45940f87,2019-10-29 00:11:04 +0000,Bath & Shower," Greenwood Essential Pure Turmeric Essential Oil, Curcuma Longa, 15 ml ",Greenwood Essential pure turmeric essential oil (curcuma longa) with glass dropper 100% natural therapeutic grade steam distilled 15ml.,207,B07KSB1BSZ,https://images-na.ssl-images-amazon.com/images/I/41A64yHTK6L._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,3.312,Latoyia Kacy
ba21ee7182bbc08eb0a82ae2e363855e,2019-10-28 23:14:39 +0000,Skin Care, Detox Mask ,ApplyTwice is the only store offering 100% Natural All in One Kits - Convenience and Best Quality. These ingredients have been used as healing methods for protecting body from diseases in ancient cultures. This miraculous mask acts as magnet and absorbs dirt and toxins from pores while giving you the best you deserve.,1499,B07Q2R4CKY,https://images-na.ssl-images-amazon.com/images/I/41skqh0R-LL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41-vOCt1J4L._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41Beqz0XYYL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41YL4pdH3cL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/31zCO-k3F6L._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41CckHfriIL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,23.984,Edmund Hunter
0ff6f31bc16523bbb6c9ded0d4df32b1,2019-10-31 15:59:43 +0000,Bath & Shower," SOS Organics Natural Shaving Bar, 100 gm, Pack of 2 ","NATURAL SHAVING BAR. Take a look at the list of ingredients in commercial shaving creams and gels, chances are, apart from water which tops the ingredient list, you will see a whole slew of toxic chemicals which include alcohol, isopropyl (SD-40) which is a dehydrator that strips the skin’s moisture, SLS, propylene glycol (PG), Butylene glycol, petroleum plastics which act as wetting agents and solvents, they easily penetrate the skin and can weaken the cellular and protein structure of the skin. Now compare this to an all-natural shaving bar, which has been formulated to soothe rather than irritate the skin. We have added bentonite clay to make shaving easier and provide easy razor gliding to leave your skin feeling slick and moisturized. No toxic chemicals, no artificial colours or fragrances. In the Handmade soap making process, oils and fats are combined with an alkali to produce soap and glycerin. Hand-crafted cold-process soap offers many unique benefits for your skin. Hand-crafted soap is made using a batch process using the highest quality, pure skin-loving oils such as apricot oil, coconut oil, avocado oil, sweet almond oil, and hemp oil. Our soaps are naturally colored using various plants and spices. We also use wild-harvested healing herbs and heavenly smelling pure essential oils. Soap cleanses the skin while glycerin moisturizes it. Glycerin is naturally produced during the handmade cold process soap making method. Kilo for kilo glycerin costs more than soap which is why some soap manufacturers remove the glycerin from the soap and sell it to cosmetic manufacturers",340,B07WSBSS58,https://images-na.ssl-images-amazon.com/images/I/41EnwSJIS8L._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41-KPUN0iPL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,5.44,Cindy Stannard
deb1658d991b425650af5953e1a544dd,2019-10-29 22:39:09 +0000,Skin Care, PINK PLUMS Neem-Tulsi with Vitamin E Massage Cream 250 ml ,"PINK PLUMS Massage Cream treatment using the products from the Pink Plums Cream will leave your skin polished, cleansed, and feeling fresh due to the unique formula that contains rich, natural active ingredients. The Facial Gel exfoliates dead skin cells and goes deep into the skin to remove blackheads and whiteheads. It contains Vitamin E, It also builds the skin’s immunity against damage and pollution.Vitamin E, and glycerine helps to nourish and moisturise your skin, leaving it soft and glowing. For best results, first take required amount of the Cream and apply on the face gently with circular movements Massage Face for a few minutes avoiding the eye area and keep it for 20 minutes. Wipe your face clean. Repeat this process Daily or thrice a week.",179,B07T1682KT,https://images-na.ssl-images-amazon.com/images/I/41wqjJSzf1L._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41ExiK65gaL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/41-mP8v6T9L._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,2.864,Reva Heron
367fdc141ec9b8121e770f26d3e77c03,2019-10-28 21:20:30 +0000,Grocery & Gourmet Foods," Dadi Basmati Rice Supreme, 1000 grams ","This product from the house of Dadi comes with 6 months shelf life and vegetarian material feature. Furthermore, it is recommended to store at room temperature. The pack contains 1 basmati rice supreme, which weighs 1000 grams.",245,B01N0T24S8,"https://images-na.ssl-images-amazon.com/images/I/51EGdb7ZUSL._SX38_SY50_CR,0,0,38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/517%2B0UqtS6L._SX38_SY50_CR,0,0,38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/51MMS4TmCpL._SX38_SY50_CR,0,0,38,50_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",3.92,Jaimee Batten
9cefa5b902cb0765c09c9ea81104d42b,2019-10-30 01:51:34 +0000,Grocery & Gourmet Foods, Midiron Happy Friendship Day Quoted Printed Coffee Mug with 15 Piece Gold Chocolate for Best Friend ,"Midiron Chocolate Gifts Pack for Friends that comes with 15 Piece Gold Chocolate in Decorative Pouch and 1 Printed Ceramic Coffee Mug. . Friends may be many, but true friends are rare! A special gift for your most lovable Person and beautiful friendship you. Share with your friends by giving this amazing friend forever stylish mug. Midiron Chocolates have unique secret recipes, driven by their unmatched standard for chocolate quality and their passion for creative excellence. They start with the selection of the finest raw materials and highest quality ingredients. This Mug Microwave Safe, freezer safe, Non Toxic, Easy to Wash and Material: Ceramic, Filling Capacity: 325 Ml. Package Contents- 15 Piece Chocolate in Decorative Pouch, 1 Printed Ceramic Mug,",399,B07VQZ362F,"https://images-na.ssl-images-amazon.com/images/I/51rumJsdXwL._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/41wiJcWWfaL._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/513peMLj6rL._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/51YpRrqQA8L._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/I/51oo6z0gzLL._AC_SR38,50_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif",6.384,Lilly Carroll
5029ab0b1af21904fc60942eeb8d870c,2019-10-30 19:16:10 +0000,Fragrance, Exotix Fragrance Chandan and Black Rose Attar combo pack of 25ml Each Long Lasting Perfume ,"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",888,B07X19G44G,https://images-na.ssl-images-amazon.com/images/I/41hKS8WuzWL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/31RO4NcZIQL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/I/416gEhDhGxL._SS40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,14.208,Abe Exon
b4a99c9083e9ee24c456ca61f9a384df,2019-10-30 13:21:40 +0000,Grocery & Gourmet Foods," Twizzlers Twists, Strawberry Flavored Licorice Candy, 16 Ounce Bag (Pack Of 6) ","Twizzlers Twists Are A Movie-Theater Treat Worth More Than The Price Of Admission. Like Watching A Great Story On The Screen, You’Ll Never Want Your Bag Of Twizzlers Twists To Come To An End",6400,B07QL7ZY18,https://images-na.ssl-images-amazon.com/images/I/41OXlfZEyIL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,102.4,Christine Collinson
7880fa31a8f0d3ff5be3f581dc8f5e58,2019-10-30 02:24:50 +0000,Skin Care, Armaf Eternia Perfume Body Spray for Men - 200ml ,"Armaf Eternia deodorant is an irresistible unique designer Armaf deodorant for men with beautiful designed packaging, the aroma keeps your spirits high day long with class, style and elegance.",295,B07XYFCDGM,https://images-na.ssl-images-amazon.com/images/I/31AdaP0kFqL._AC_US40_.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif,4.72,Warner Bains
